UUID,timeSlot,totalKeys,sharing,consumption,remainder,
69d70afc0a6b0d88a4b5f39de7a79aca,13,0.187500,0.000000,0.166667,1090519027,
a5ebea9ff719df9ea3c4446b6b5a884f,13,0.267578,0.000000,1.000000,1337982952,
10ac4169eb37c4de0176b3b8839b9b23,14,0.309570,0.019531,1.000000,1782579172,
69d70afc0a6b0d88a4b5f39de7a79aca,14,0.187500,0.000000,1.000000,1090519027,
a5ebea9ff719df9ea3c4446b6b5a884f,14,0.220703,0.054688,0.333333,1103101929,
10ac4169eb37c4de0176b3b8839b9b23,15,0.309570,0.000000,1.000000,1782579172,
69d70afc0a6b0d88a4b5f39de7a79aca,15,0.261719,0.000000,0.500000,1409286124,
a5ebea9ff719df9ea3c4446b6b5a884f,15,0.220703,0.000000,1.000000,1103101928,
10ac4169eb37c4de0176b3b8839b9b23,16,0.309570,0.025391,1.000000,1673527267,
69d70afc0a6b0d88a4b5f39de7a79aca,16,0.261719,0.040039,0.111111,1237319660,
a5ebea9ff719df9ea3c4446b6b5a884f,16,0.205078,0.048828,1.000000,1027604453,
10ac4169eb37c4de0176b3b8839b9b23,17,0.349609,0.000000,1.000000,1845493729,
69d70afc0a6b0d88a4b5f39de7a79aca,17,0.331055,0.000000,0.500000,1421869031,
a5ebea9ff719df9ea3c4446b6b5a884f,17,0.205078,0.000000,1.000000,1027604452,
10ac4169eb37c4de0176b3b8839b9b23,18,0.224609,0.034180,1.000000,1698693089,
69d70afc0a6b0d88a4b5f39de7a79aca,18,0.189453,0.084961,1.000000,1056964581,
a5ebea9ff719df9ea3c4446b6b5a884f,18,0.205078,0.000000,0.333333,1027604452,
10ac4169eb37c4de0176b3b8839b9b23,19,0.480469,0.000000,1.000000,2063597530,
69d70afc0a6b0d88a4b5f39de7a79aca,19,0.189453,0.000000,1.000000,1056964581,
a5ebea9ff719df9ea3c4446b6b5a884f,19,0.239258,0.000000,0.500000,1174405088,
10ac4169eb37c4de0176b3b8839b9b23,20,0.416992,0.055664,1.000000,1824522203,
69d70afc0a6b0d88a4b5f39de7a79aca,20,0.158203,0.027344,1.000000,939524068,
a5ebea9ff719df9ea3c4446b6b5a884f,20,0.239258,0.002930,1.000000,1161822176,
10ac4169eb37c4de0176b3b8839b9b23,21,0.419922,0.000000,1.000000,1837105113,
69d70afc0a6b0d88a4b5f39de7a79aca,21,0.158203,0.000000,0.500000,939524067,
a5ebea9ff719df9ea3c4446b6b5a884f,21,0.322266,0.000000,0.500000,1518338007,
10ac4169eb37c4de0176b3b8839b9b23,22,0.326172,0.077148,1.000000,1505755095,
69d70afc0a6b0d88a4b5f39de7a79aca,22,0.158203,0.000000,1.000000,939524067,
a5ebea9ff719df9ea3c4446b6b5a884f,22,0.259766,0.062500,0.500000,1249902554,
10ac4169eb37c4de0176b3b8839b9b23,23,0.326172,0.000000,1.000000,1505755095,
69d70afc0a6b0d88a4b5f39de7a79aca,23,0.297852,0.000000,0.333333,1539309527,
a5ebea9ff719df9ea3c4446b6b5a884f,23,0.259766,0.000000,1.000000,1249902554,
10ac4169eb37c4de0176b3b8839b9b23,24,0.306641,0.023438,1.000000,1405091802,
69d70afc0a6b0d88a4b5f39de7a79aca,24,0.249023,0.045898,0.333333,1342177244,
a5ebea9ff719df9ea3c4446b6b5a884f,24,0.205078,0.081055,0.500000,1035993051,
10ac4169eb37c4de0176b3b8839b9b23,25,0.352539,0.000000,1.000000,1602224082,
69d70afc0a6b0d88a4b5f39de7a79aca,25,0.385742,0.000000,1.000000,1656750034,
a5ebea9ff719df9ea3c4446b6b5a884f,25,0.205078,0.000000,1.000000,1035993050,
10ac4169eb37c4de0176b3b8839b9b23,26,0.352539,0.000000,1.000000,1602224082,
69d70afc0a6b0d88a4b5f39de7a79aca,26,0.274414,0.098633,1.000000,1233125338,
a5ebea9ff719df9ea3c4446b6b5a884f,26,0.205078,0.000000,1.000000,1035993049,
10ac4169eb37c4de0176b3b8839b9b23,27,0.451172,0.000000,1.000000,2025848774,
69d70afc0a6b0d88a4b5f39de7a79aca,27,0.274414,0.000000,0.500000,1233125338,
a5ebea9ff719df9ea3c4446b6b5a884f,27,0.205078,0.000000,1.000000,1035993049,
