UUID,timeSlot,totalKeys,sharing,consumption,remainder,
899bb3a3bf9f50f6cefbafd7ef04f55a,27,0.395508,0.000000,0.011765,1698693098,
b44f12ec9d4a1e425715ae9318fe1865,27,0.275391,0.000000,0.019608,1182793714,
f951af056746bc31359ee9001f637d04,27,0.329102,0.000000,0.016949,1413480428,
899bb3a3bf9f50f6cefbafd7ef04f55a,28,0.395508,0.000000,0.015873,1698693098,
b44f12ec9d4a1e425715ae9318fe1865,28,0.261719,0.013672,0.002551,1124073454,
f951af056746bc31359ee9001f637d04,28,0.280273,0.048828,0.012346,1203765230,
899bb3a3bf9f50f6cefbafd7ef04f55a,29,0.458008,0.000000,0.010526,1967128546,
b44f12ec9d4a1e425715ae9318fe1865,29,0.261719,0.000000,0.028571,1124073454,
f951af056746bc31359ee9001f637d04,29,0.280273,0.000000,0.016949,1203765230,
899bb3a3bf9f50f6cefbafd7ef04f55a,30,0.458008,0.000000,0.012821,1967128546,
b44f12ec9d4a1e425715ae9318fe1865,30,0.246094,0.015625,0.013158,1056964591,
f951af056746bc31359ee9001f637d04,30,0.243164,0.037109,0.043478,1044381678,
899bb3a3bf9f50f6cefbafd7ef04f55a,31,0.510742,0.000000,0.333333,2193620958,
b44f12ec9d4a1e425715ae9318fe1865,31,0.246094,0.000000,0.043478,1056964591,
f951af056746bc31359ee9001f637d04,31,0.243164,0.000000,0.013333,1044381678,
899bb3a3bf9f50f6cefbafd7ef04f55a,32,0.432617,0.078125,0.025641,1858076638,
b44f12ec9d4a1e425715ae9318fe1865,32,0.246094,0.000000,1.000000,1056964591,
f951af056746bc31359ee9001f637d04,32,0.243164,0.000000,0.500000,1044381678,
899bb3a3bf9f50f6cefbafd7ef04f55a,33,0.432617,0.000000,0.028571,1858076638,
b44f12ec9d4a1e425715ae9318fe1865,33,0.324219,0.000000,0.023810,1392508907,
f951af056746bc31359ee9001f637d04,33,0.243164,0.000000,0.055556,1044381677,
899bb3a3bf9f50f6cefbafd7ef04f55a,34,0.374023,0.058594,0.009346,1606418398,
b44f12ec9d4a1e425715ae9318fe1865,34,0.324219,0.000000,0.333333,1392508907,
f951af056746bc31359ee9001f637d04,34,0.243164,0.000000,0.011905,1044381677,
899bb3a3bf9f50f6cefbafd7ef04f55a,35,0.374023,0.000000,0.018868,1606418398,
b44f12ec9d4a1e425715ae9318fe1865,35,0.324219,0.000000,0.008264,1392508906,
f951af056746bc31359ee9001f637d04,35,0.301758,0.000000,0.050000,1296039913,
899bb3a3bf9f50f6cefbafd7ef04f55a,36,0.297852,0.076172,0.021739,1279262694,
b44f12ec9d4a1e425715ae9318fe1865,36,0.324219,0.000000,0.047619,1392508906,
f951af056746bc31359ee9001f637d04,36,0.301758,0.000000,0.014493,1296039913,
899bb3a3bf9f50f6cefbafd7ef04f55a,37,0.297852,0.000000,0.004115,1279262694,
b44f12ec9d4a1e425715ae9318fe1865,37,0.324219,0.000000,0.500000,1392508906,
f951af056746bc31359ee9001f637d04,37,0.377930,0.000000,0.013333,1623195615,
899bb3a3bf9f50f6cefbafd7ef04f55a,38,0.254883,0.042969,0.022222,1094713320,
b44f12ec9d4a1e425715ae9318fe1865,38,0.324219,0.000000,0.011364,1392508906,
f951af056746bc31359ee9001f637d04,38,0.308594,0.069336,0.009346,1325400030,
899bb3a3bf9f50f6cefbafd7ef04f55a,39,0.254883,0.000000,0.014286,1094713320,
b44f12ec9d4a1e425715ae9318fe1865,39,0.436523,0.000000,0.011765,1874853855,
f951af056746bc31359ee9001f637d04,39,0.308594,0.000000,0.005051,1325400030,
899bb3a3bf9f50f6cefbafd7ef04f55a,40,0.246094,0.008789,0.035714,1056964585,
b44f12ec9d4a1e425715ae9318fe1865,40,0.394531,0.041992,0.013889,1694498781,
f951af056746bc31359ee9001f637d04,40,0.255859,0.052734,0.005780,1098907617,
899bb3a3bf9f50f6cefbafd7ef04f55a,41,0.288086,0.000000,0.032258,1237319651,
b44f12ec9d4a1e425715ae9318fe1865,41,0.456055,0.000000,0.017857,1958739923,
f951af056746bc31359ee9001f637d04,41,0.255859,0.000000,0.005208,1098907617,
899bb3a3bf9f50f6cefbafd7ef04f55a,42,0.288086,0.000000,0.014085,1237319651,
b44f12ec9d4a1e425715ae9318fe1865,42,0.371094,0.084961,0.006993,1593835477,
f951af056746bc31359ee9001f637d04,42,0.255859,0.000000,0.015152,1098907617,
899bb3a3bf9f50f6cefbafd7ef04f55a,43,0.373047,0.000000,0.005181,1602224093,
b44f12ec9d4a1e425715ae9318fe1865,43,0.371094,0.000000,0.006536,1593835477,
f951af056746bc31359ee9001f637d04,43,0.255859,0.000000,0.016667,1098907617,
899bb3a3bf9f50f6cefbafd7ef04f55a,44,0.338867,0.034180,0.018182,1455423454,
b44f12ec9d4a1e425715ae9318fe1865,44,0.309570,0.061523,0.009346,1329594331,
f951af056746bc31359ee9001f637d04,44,0.237305,0.018555,0.031250,1019215842,
899bb3a3bf9f50f6cefbafd7ef04f55a,45,0.418945,0.000000,0.035714,1799356368,
b44f12ec9d4a1e425715ae9318fe1865,45,0.309570,0.000000,0.090909,1329594331,
f951af056746bc31359ee9001f637d04,45,0.271484,0.000000,0.008197,1166016479,
899bb3a3bf9f50f6cefbafd7ef04f55a,46,0.343750,0.075195,0.010753,1476394968,
b44f12ec9d4a1e425715ae9318fe1865,46,0.309570,0.000000,0.009524,1329594331,
f951af056746bc31359ee9001f637d04,46,0.271484,0.000000,0.041667,1166016479,
899bb3a3bf9f50f6cefbafd7ef04f55a,47,0.343750,0.000000,0.013333,1476394968,
b44f12ec9d4a1e425715ae9318fe1865,47,0.309570,0.000000,0.500000,1329594331,
f951af056746bc31359ee9001f637d04,47,0.346680,0.000000,0.031250,1488977872,
899bb3a3bf9f50f6cefbafd7ef04f55a,48,0.302734,0.041016,0.017857,1300234200,
b44f12ec9d4a1e425715ae9318fe1865,48,0.309570,0.000000,0.029412,1329594330,
f951af056746bc31359ee9001f637d04,48,0.276367,0.070312,0.014925,1186987992,
899bb3a3bf9f50f6cefbafd7ef04f55a,49,0.302734,0.000000,0.005848,1300234200,
b44f12ec9d4a1e425715ae9318fe1865,49,0.420898,0.000000,0.026316,1807744969,
f951af056746bc31359ee9001f637d04,49,0.276367,0.000000,0.018182,1186987992,
899bb3a3bf9f50f6cefbafd7ef04f55a,50,0.302734,0.000000,0.009174,1300234200,
b44f12ec9d4a1e425715ae9318fe1865,50,0.420898,0.000000,0.066667,1807744969,
f951af056746bc31359ee9001f637d04,50,0.231445,0.044922,0.024390,994050010,
899bb3a3bf9f50f6cefbafd7ef04f55a,51,0.302734,0.000000,0.012987,1300234200,
b44f12ec9d4a1e425715ae9318fe1865,51,0.465820,0.000000,0.003690,2000682949,
f951af056746bc31359ee9001f637d04,51,0.231445,0.000000,0.018182,994050010,
899bb3a3bf9f50f6cefbafd7ef04f55a,52,0.302734,0.000000,0.032258,1300234200,
b44f12ec9d4a1e425715ae9318fe1865,52,0.391602,0.074219,0.015152,1681915849,
f951af056746bc31359ee9001f637d04,52,0.231445,0.000000,0.008197,994050010,
899bb3a3bf9f50f6cefbafd7ef04f55a,53,0.376953,0.000000,0.002653,1619001300,
b44f12ec9d4a1e425715ae9318fe1865,53,0.391602,0.000000,0.021277,1681915849,
f951af056746bc31359ee9001f637d04,53,0.231445,0.000000,0.038462,994050010,
899bb3a3bf9f50f6cefbafd7ef04f55a,54,0.316406,0.060547,0.024390,1358954457,
b44f12ec9d4a1e425715ae9318fe1865,54,0.341797,0.049805,0.040000,1468006349,
f951af056746bc31359ee9001f637d04,54,0.231445,0.000000,0.058824,994050010,
899bb3a3bf9f50f6cefbafd7ef04f55a,55,0.366211,0.000000,0.250000,1572863956,
b44f12ec9d4a1e425715ae9318fe1865,55,0.341797,0.000000,0.250000,1468006349,
f951af056746bc31359ee9001f637d04,55,0.291992,0.000000,0.500000,1254096853,
899bb3a3bf9f50f6cefbafd7ef04f55a,56,0.299805,0.066406,0.007246,1287651286,
b44f12ec9d4a1e425715ae9318fe1865,56,0.341797,0.000000,0.010309,1468006349,
f951af056746bc31359ee9001f637d04,56,0.246094,0.045898,0.013158,1056964567,
899bb3a3bf9f50f6cefbafd7ef04f55a,57,0.299805,0.000000,0.045455,1287651286,
b44f12ec9d4a1e425715ae9318fe1865,57,0.387695,0.000000,0.045455,1665138627,
f951af056746bc31359ee9001f637d04,57,0.312500,0.000000,0.025641,1342177236,
899bb3a3bf9f50f6cefbafd7ef04f55a,58,0.275391,0.024414,0.010870,1182793685,
b44f12ec9d4a1e425715ae9318fe1865,58,0.387695,0.000000,0.005682,1665138627,
f951af056746bc31359ee9001f637d04,58,0.279297,0.033203,0.008000,1199570901,
899bb3a3bf9f50f6cefbafd7ef04f55a,59,0.275391,0.000000,0.009709,1182793685,
b44f12ec9d4a1e425715ae9318fe1865,59,0.445312,0.000000,0.071429,1912602558,
f951af056746bc31359ee9001f637d04,59,0.279297,0.000000,0.005319,1199570901,
899bb3a3bf9f50f6cefbafd7ef04f55a,60,0.275391,0.000000,0.005714,1182793685,
b44f12ec9d4a1e425715ae9318fe1865,60,0.368164,0.077148,0.016129,1581252548,
f951af056746bc31359ee9001f637d04,60,0.279297,0.000000,0.015152,1199570901,
899bb3a3bf9f50f6cefbafd7ef04f55a,61,0.275391,0.000000,0.004854,1182793685,
b44f12ec9d4a1e425715ae9318fe1865,61,0.368164,0.000000,0.034483,1581252548,
f951af056746bc31359ee9001f637d04,61,0.356445,0.000000,0.076923,1530920908,
899bb3a3bf9f50f6cefbafd7ef04f55a,62,0.275391,0.000000,0.008000,1182793685,
b44f12ec9d4a1e425715ae9318fe1865,62,0.368164,0.000000,0.500000,1581252548,
f951af056746bc31359ee9001f637d04,62,0.299805,0.064453,0.013158,1287651276,
899bb3a3bf9f50f6cefbafd7ef04f55a,63,0.332031,0.000000,0.014925,1426063300,
b44f12ec9d4a1e425715ae9318fe1865,63,0.368164,0.000000,0.166667,1581252560,
f951af056746bc31359ee9001f637d04,63,0.299805,0.000000,0.017241,1287651276,
899bb3a3bf9f50f6cefbafd7ef04f55a,64,0.288086,0.043945,0.012195,1237319631,
b44f12ec9d4a1e425715ae9318fe1865,64,0.368164,0.000000,0.004785,1581252560,
f951af056746bc31359ee9001f637d04,64,0.252930,0.046875,0.030303,1086324692,
899bb3a3bf9f50f6cefbafd7ef04f55a,65,0.288086,0.000000,0.008065,1237319631,
b44f12ec9d4a1e425715ae9318fe1865,65,0.458984,0.000000,0.142857,1971322804,
f951af056746bc31359ee9001f637d04,65,0.252930,0.000000,0.052632,1086324692,
899bb3a3bf9f50f6cefbafd7ef04f55a,66,0.249023,0.039062,0.007576,1069547473,
b44f12ec9d4a1e425715ae9318fe1865,66,0.410156,0.048828,0.019608,1761607613,
f951af056746bc31359ee9001f637d04,66,0.252930,0.000000,0.040000,1086324692,
899bb3a3bf9f50f6cefbafd7ef04f55a,67,0.249023,0.000000,0.066667,1069547473,
b44f12ec9d4a1e425715ae9318fe1865,67,0.449219,0.000000,0.034483,1929379770,
f951af056746bc31359ee9001f637d04,67,0.301758,0.000000,0.004329,1296039878,
899bb3a3bf9f50f6cefbafd7ef04f55a,68,0.249023,0.000000,0.007937,1069547473,
b44f12ec9d4a1e425715ae9318fe1865,68,0.375000,0.074219,0.020000,1610612681,
f951af056746bc31359ee9001f637d04,68,0.267578,0.065430,0.005208,1149239232,
899bb3a3bf9f50f6cefbafd7ef04f55a,69,0.283203,0.000000,0.033333,1216348102,
b44f12ec9d4a1e425715ae9318fe1865,69,0.375000,0.000000,0.009434,1610612693,
f951af056746bc31359ee9001f637d04,69,0.341797,0.000000,0.083333,1468006318,
899bb3a3bf9f50f6cefbafd7ef04f55a,70,0.283203,0.000000,0.018182,1216348102,
b44f12ec9d4a1e425715ae9318fe1865,70,0.375000,0.000000,0.031250,1610612693,
f951af056746bc31359ee9001f637d04,70,0.275391,0.066406,0.014706,1182793677,
899bb3a3bf9f50f6cefbafd7ef04f55a,71,0.349609,0.000000,0.012195,1501560742,
b44f12ec9d4a1e425715ae9318fe1865,71,0.375000,0.000000,0.500000,1610612693,
f951af056746bc31359ee9001f637d04,71,0.275391,0.000000,0.025641,1182793677,
899bb3a3bf9f50f6cefbafd7ef04f55a,72,0.284180,0.065430,0.032258,1220542393,
b44f12ec9d4a1e425715ae9318fe1865,72,0.375000,0.000000,0.007874,1610612693,
f951af056746bc31359ee9001f637d04,72,0.236328,0.039062,0.025641,1015021517,
899bb3a3bf9f50f6cefbafd7ef04f55a,73,0.284180,0.000000,0.166667,1220542393,
b44f12ec9d4a1e425715ae9318fe1865,73,0.479492,0.000000,0.014925,2059403197,
f951af056746bc31359ee9001f637d04,73,0.236328,0.000000,0.026316,1015021517,
899bb3a3bf9f50f6cefbafd7ef04f55a,74,0.237305,0.046875,0.023810,1019215802,
b44f12ec9d4a1e425715ae9318fe1865,74,0.479492,0.000000,0.004762,2059403197,
f951af056746bc31359ee9001f637d04,74,0.229492,0.006836,0.050000,985661390,
899bb3a3bf9f50f6cefbafd7ef04f55a,75,0.237305,0.000000,0.015873,1019215801,
b44f12ec9d4a1e425715ae9318fe1865,75,0.533203,0.000000,0.020000,2290089908,
f951af056746bc31359ee9001f637d04,75,0.229492,0.000000,0.047619,985661390,
899bb3a3bf9f50f6cefbafd7ef04f55a,76,0.237305,0.000000,0.003717,1019215801,
b44f12ec9d4a1e425715ae9318fe1865,76,0.436523,0.096680,0.142857,1874853819,
f951af056746bc31359ee9001f637d04,76,0.229492,0.000000,0.025000,985661390,
899bb3a3bf9f50f6cefbafd7ef04f55a,77,0.237305,0.000000,0.007519,1019215801,
b44f12ec9d4a1e425715ae9318fe1865,77,0.436523,0.000000,0.011765,1874853819,
f951af056746bc31359ee9001f637d04,77,0.326172,0.000000,0.037037,1400897468,
899bb3a3bf9f50f6cefbafd7ef04f55a,78,0.237305,0.000000,0.011494,1019215801,
b44f12ec9d4a1e425715ae9318fe1865,78,0.356445,0.080078,0.007812,1530920904,
f951af056746bc31359ee9001f637d04,78,0.262695,0.079102,0.021739,1128267695,
899bb3a3bf9f50f6cefbafd7ef04f55a,79,0.380859,0.000000,0.017857,1635778469,
b44f12ec9d4a1e425715ae9318fe1865,79,0.356445,0.000000,0.010204,1530920916,
f951af056746bc31359ee9001f637d04,79,0.262695,0.000000,0.032258,1128267695,
899bb3a3bf9f50f6cefbafd7ef04f55a,80,0.326172,0.054688,0.002833,1400897449,
b44f12ec9d4a1e425715ae9318fe1865,80,0.345703,0.010742,0.004274,1484783575,
f951af056746bc31359ee9001f637d04,80,0.239258,0.023438,0.050000,1027604410,
899bb3a3bf9f50f6cefbafd7ef04f55a,81,0.360352,0.000000,0.031250,1547698073,
b44f12ec9d4a1e425715ae9318fe1865,81,0.400391,0.000000,0.005587,1719664595,
f951af056746bc31359ee9001f637d04,81,0.239258,0.000000,0.050000,1027604410,
899bb3a3bf9f50f6cefbafd7ef04f55a,82,0.283203,0.077148,0.006993,1216348078,
b44f12ec9d4a1e425715ae9318fe1865,82,0.370117,0.030273,0.333333,1589641172,
f951af056746bc31359ee9001f637d04,82,0.239258,0.000000,0.009615,1027604410,
899bb3a3bf9f50f6cefbafd7ef04f55a,83,0.283203,0.000000,0.142857,1216348078,
b44f12ec9d4a1e425715ae9318fe1865,83,0.370117,0.000000,0.008197,1589641172,
f951af056746bc31359ee9001f637d04,83,0.346680,0.000000,0.055556,1488977818,
899bb3a3bf9f50f6cefbafd7ef04f55a,84,0.243164,0.040039,0.016949,1044381627,
b44f12ec9d4a1e425715ae9318fe1865,84,0.370117,0.000000,0.200000,1589641172,
f951af056746bc31359ee9001f637d04,84,0.297852,0.048828,0.007246,1279262632,
899bb3a3bf9f50f6cefbafd7ef04f55a,85,0.243164,0.000000,0.071429,1044381627,
b44f12ec9d4a1e425715ae9318fe1865,85,0.418945,0.000000,0.333333,1799356357,
f951af056746bc31359ee9001f637d04,85,0.337891,0.000000,0.024390,1451229081,
899bb3a3bf9f50f6cefbafd7ef04f55a,86,0.243164,0.062500,0.011111,1044381615,
b44f12ec9d4a1e425715ae9318fe1865,86,0.418945,0.000000,0.004484,1799356357,
f951af056746bc31359ee9001f637d04,86,0.269531,0.068359,0.003891,1157627816,
899bb3a3bf9f50f6cefbafd7ef04f55a,87,0.243164,0.000000,0.142857,1044381615,
b44f12ec9d4a1e425715ae9318fe1865,87,0.487305,0.000000,0.006061,2092957632,
f951af056746bc31359ee9001f637d04,87,0.269531,0.000000,0.018519,1157627816,
899bb3a3bf9f50f6cefbafd7ef04f55a,88,0.243164,0.000000,0.006897,1044381615,
b44f12ec9d4a1e425715ae9318fe1865,88,0.414062,0.073242,1.000000,1778384857,
f951af056746bc31359ee9001f637d04,88,0.235352,0.034180,0.018182,1010827191,
899bb3a3bf9f50f6cefbafd7ef04f55a,89,0.350586,0.000000,0.004444,1505755004,
b44f12ec9d4a1e425715ae9318fe1865,89,0.414062,0.000000,0.013333,1778384857,
f951af056746bc31359ee9001f637d04,89,0.235352,0.000000,0.017241,1010827191,
899bb3a3bf9f50f6cefbafd7ef04f55a,90,0.287109,0.067383,0.017241,1233125264,
b44f12ec9d4a1e425715ae9318fe1865,90,0.414062,0.000000,0.014925,1778384857,
f951af056746bc31359ee9001f637d04,90,0.235352,0.000000,0.009709,1010827191,
899bb3a3bf9f50f6cefbafd7ef04f55a,91,0.287109,0.000000,0.200000,1233125264,
b44f12ec9d4a1e425715ae9318fe1865,91,0.414062,0.000000,0.083333,1778384869,
f951af056746bc31359ee9001f637d04,91,0.298828,0.000000,0.166667,1283456919,
899bb3a3bf9f50f6cefbafd7ef04f55a,92,0.239258,0.049805,0.008065,1027604366,
b44f12ec9d4a1e425715ae9318fe1865,92,0.399414,0.014648,0.028571,1715470311,
f951af056746bc31359ee9001f637d04,92,0.265625,0.033203,0.013514,1140850592,
899bb3a3bf9f50f6cefbafd7ef04f55a,93,0.239258,0.000000,0.013889,1027604366,
b44f12ec9d4a1e425715ae9318fe1865,93,0.432617,0.000000,0.006410,1858076647,
f951af056746bc31359ee9001f637d04,93,0.328125,0.000000,0.037037,1409286030,
899bb3a3bf9f50f6cefbafd7ef04f55a,94,0.239258,0.000000,0.083333,1027604366,
b44f12ec9d4a1e425715ae9318fe1865,94,0.432617,0.000000,0.010870,1858076647,
f951af056746bc31359ee9001f637d04,94,0.264648,0.063477,0.125000,1136656285,
899bb3a3bf9f50f6cefbafd7ef04f55a,95,0.239258,0.000000,0.010101,1027604366,
b44f12ec9d4a1e425715ae9318fe1865,95,0.496094,0.000000,0.041667,2130706388,
f951af056746bc31359ee9001f637d04,95,0.264648,0.000000,0.142857,1136656285,
899bb3a3bf9f50f6cefbafd7ef04f55a,96,0.239258,0.007812,0.066667,1027604354,
b44f12ec9d4a1e425715ae9318fe1865,96,0.431641,0.064453,0.025641,1853882337,
f951af056746bc31359ee9001f637d04,96,0.232422,0.032227,0.014286,998244264,
899bb3a3bf9f50f6cefbafd7ef04f55a,97,0.335938,0.000000,0.111111,1442840420,
b44f12ec9d4a1e425715ae9318fe1865,97,0.431641,0.000000,0.004132,1853882349,
f951af056746bc31359ee9001f637d04,97,0.232422,0.000000,0.083333,998244264,
899bb3a3bf9f50f6cefbafd7ef04f55a,98,0.274414,0.065430,0.031250,1178599264,
b44f12ec9d4a1e425715ae9318fe1865,98,0.378906,0.052734,0.018868,1627389947,
f951af056746bc31359ee9001f637d04,98,0.232422,0.000000,0.125000,998244264,
899bb3a3bf9f50f6cefbafd7ef04f55a,99,0.327148,0.000000,0.062500,1405091662,
b44f12ec9d4a1e425715ae9318fe1865,99,0.378906,0.000000,0.125000,1627389959,
f951af056746bc31359ee9001f637d04,99,0.293945,0.000000,0.012500,1262485396,
899bb3a3bf9f50f6cefbafd7ef04f55a,100,0.271484,0.055664,0.034483,1166016387,
b44f12ec9d4a1e425715ae9318fe1865,100,0.378906,0.000000,0.125000,1627389959,
f951af056746bc31359ee9001f637d04,100,0.293945,0.000000,0.005155,1262485396,
899bb3a3bf9f50f6cefbafd7ef04f55a,101,0.271484,0.000000,0.014085,1166016387,
b44f12ec9d4a1e425715ae9318fe1865,101,0.378906,0.000000,0.066667,1627389959,
f951af056746bc31359ee9001f637d04,101,0.349609,0.000000,0.010417,1501560668,
